year,night,bat,roost,sexage,minute
2019,173,109,A,young female,59
2019,173,109,A,young female,58
2019,173,33,B,young female,58
2019,173,73,A,old female,58
2019,173,116,B,young female,57
2019,173,1,B,young female,57
2019,173,3,B,young female,53
2019,173,10,A,young female,53
2019,173,3,B,young female,52
2019,173,10,A,young female,52
2019,173,130,A,old female,52
2019,173,116,A,young female,52
2019,173,15,A,young female,52
2019,173,116,A,young female,51
2019,173,3,B,young female,51
2019,173,81,B,young female,47
2019,173,54,B,young female,47
2019,173,54,B,young female,46
2019,173,38,A,young female,46
2019,173,54,B,young female,45
2019,173,38,A,young female,45
2019,173,34,B,young female,45
2019,173,46,B,young female,44
2019,173,34,B,young female,44
2019,173,6,A,old female,43
2019,173,56,A,old female,42
2019,173,27,A,young female,42
2019,173,126,A,old female,42
2019,173,115,A,old female,41
2019,173,111,A,old female,41
2019,173,115,A,old female,40
2019,173,106,A,old female,40
2019,173,54,B,young female,40
2019,173,30,B,young female,39
2019,173,92,A,old female,39
2019,173,64,A,old female,39
2019,173,97,A,old female,38
2019,173,102,A,old female,36
2019,173,110,A,old female,36
2019,173,17,A,young female,36
2019,173,110,A,old female,35
2019,173,125,A,young female,35
2019,173,115,A,old female,35
2019,173,115,A,old female,34
2019,173,120,B,old female,33
2019,173,110,A,old female,32
2019,173,103,B,young female,30
2019,173,87,A,old female,30
2019,173,115,A,old female,30
2019,174,81,B,young female,74
2019,174,116,B,young female,71
2019,174,34,B,young female,70
2019,174,107,A,young female,70
2019,174,2,A,old female,70
2019,174,103,B,young female,69
2019,174,113,A,young female,67
2019,174,109,A,young female,67
2019,174,113,A,young female,66
2019,174,116,B,young female,65
2019,174,86,B,old female,63
2019,174,70,B,young female,62
2019,174,47,B,young female,62
2019,174,30,B,young female,62
2019,174,56,B,old female,62
2019,174,29,B,young female,61
2019,174,130,A,old female,61
2019,174,1,B,young female,60
2019,174,29,B,young female,60
2019,174,92,A,old female,60
2019,174,38,A,young female,60
2019,174,116,A,young female,60
2019,174,27,A,young female,60
2019,174,49,B,young female,60
2019,174,70,B,young female,60
2019,174,88,B,old female,60
2019,174,38,A,young female,59
2019,174,56,B,old female,59
2019,174,49,B,young female,59
2019,174,10,A,young female,58
2019,174,56,A,old female,58
2019,174,93,A,old female,58
2019,174,106,A,old female,58
2019,174,3,B,young female,57
2019,174,3,B,young female,56
2019,174,3,B,young female,55
2019,174,33,B,young female,55
2019,174,32,A,young female,54
2019,174,16,B,young female,54
2019,174,27,A,young female,54
2019,174,55,A,young female,53
2019,174,32,A,young female,53
2019,174,35,A,young female,53
2019,174,27,A,young female,52
2019,174,125,A,young female,52
2019,174,16,B,young female,52
2019,174,87,A,old female,52
2019,174,87,A,old female,51
2019,174,73,A,old female,51
2019,174,6,A,old female,51
2019,174,120,B,old female,50
2019,174,13,B,old female,49
2019,174,84,A,young female,49
2019,174,104,A,old female,49
2019,174,13,B,old female,48
2019,174,99,A,young female,47
2019,174,100,A,old female,46
2019,174,17,A,young female,45
2019,174,51,B,young female,45
2019,174,51,B,young female,44
2019,174,124,A,old female,43
2019,174,63,A,old female,43
2019,174,51,B,young female,43
2019,174,70,B,young female,43
2019,174,57,A,old female,43
2019,174,89,A,young female,43
2019,174,64,A,old female,42
2019,174,111,A,old female,42
2019,174,111,A,old female,41
2019,174,42,A,old female,41
2019,174,83,A,old female,41
2019,174,4,A,old female,41
2019,174,82,A,old female,40
2019,174,44,B,old female,40
2019,174,95,A,old female,40
2019,174,21,B,old female,40
2019,174,31,A,young female,39
2019,174,5,A,old female,39
2019,174,40,B,old female,38
2019,174,94,A,young female,38
2019,174,94,A,young female,37
2019,174,41,B,young female,36
2019,174,117,A,young female,34
2019,174,107,A,young female,34
2019,174,129,A,old female,33
2019,174,126,A,old female,33
2019,174,98,A,old female,33
2019,174,126,A,old female,32
2019,174,105,B,young female,32
2019,174,105,B,young female,31
2019,175,29,B,young female,73
2019,175,29,B,young female,72
2019,175,103,B,young female,71
2019,175,106,A,old female,69
2019,175,29,B,young female,67
2019,175,30,B,young female,67
2019,175,29,B,young female,66
2019,175,56,A,old female,66
2019,175,49,B,young female,65
2019,175,49,B,young female,64
2019,175,109,A,young female,64
2019,175,45,B,old female,64
2019,175,74,A,young female,63
2019,175,45,B,old female,62
2019,175,2,A,old female,61
2019,175,47,B,young female,61
2019,175,38,A,young female,61
2019,175,116,A,young female,61
2019,175,34,B,young female,61
2019,175,34,B,young female,60
2019,175,113,A,young female,58
2019,175,92,A,old female,58
2019,175,3,B,young female,57
2019,175,111,A,old female,57
2019,175,92,A,old female,57
2019,175,3,B,young female,56
2019,175,93,A,old female,54
2019,175,97,A,old female,52
2019,175,119,B,young female,50
2019,175,1,B,young female,50
2019,175,97,A,old female,50
2019,175,1,B,young female,49
2019,175,110,A,old female,49
2019,175,73,A,old female,48
2019,175,33,B,young female,45
2019,175,120,B,old female,44
2019,175,113,A,young female,41
2019,175,6,A,old female,41
2019,175,96,B,old female,40
2019,175,13,B,old female,40
2019,175,82,A,old female,40
2019,175,130,A,old female,39
2019,175,64,A,old female,39
2019,175,125,A,young female,39
2019,175,103,B,young female,39
2019,175,17,A,young female,38
2019,175,4,A,old female,37
2019,175,87,A,old female,36
2019,175,88,B,old female,36
2019,175,117,A,young female,36
2019,175,44,B,old female,36
2019,175,126,A,old female,36
2019,175,51,B,young female,35
2019,175,114,A,old female,35
2019,175,44,B,old female,35
2019,175,21,B,old female,34
2019,175,89,A,young female,33
2019,175,72,A,old female,33
2019,175,16,B,young female,33
2019,175,104,A,old female,33
2019,175,99,A,young female,32
2019,175,105,B,young female,32
2019,175,129,A,old female,32
2019,175,83,A,old female,30
2019,176,106,A,old female,72
2019,176,64,A,old female,69
2019,176,74,A,young female,68
2019,176,64,A,old female,68
2019,176,30,B,young female,67
2019,176,126,A,old female,67
2019,176,126,A,old female,66
2019,176,30,B,young female,66
2019,176,3,B,young female,66
2019,176,3,B,young female,65
2019,176,2,A,old female,63
2019,176,38,A,young female,63
2019,176,116,B,young female,62
2019,176,116,B,young female,61
2019,176,116,B,young female,60
2019,176,73,A,old female,56
2019,176,73,A,old female,55
2019,176,33,B,young female,55
2019,176,47,B,young female,55
2019,176,111,A,old female,54
2019,176,47,B,young female,54
2019,176,81,B,young female,44
2019,176,102,A,old female,44
2019,176,116,A,young female,43
2019,176,81,B,young female,43
2019,176,120,B,old female,43
2019,176,116,A,young female,41
2019,176,4,A,old female,41
2019,176,116,A,young female,40
2019,176,104,A,old female,40
2019,176,63,A,old female,39
2019,176,88,B,old female,38
2019,176,70,B,young female,38
2019,176,88,B,old female,37
2019,176,70,B,young female,37
2019,176,70,B,young female,36
2019,176,103,B,young female,36
2019,176,29,B,young female,36
2019,176,49,B,young female,35
2019,176,29,B,young female,35
2019,176,103,B,young female,35
2019,176,105,B,young female,35
2019,176,82,A,old female,35
2019,176,34,B,young female,34
2019,176,82,A,old female,34
2019,176,126,A,old female,34
2019,176,1,B,young female,34
2019,176,44,B,old female,34
2019,176,86,B,old female,34
2019,176,115,A,old female,34
2019,176,124,A,old female,34
2019,176,84,A,young female,33
2019,176,124,A,old female,33
2019,176,125,A,young female,32
2019,176,87,A,old female,32
2019,176,83,A,old female,32
2019,176,13,B,old female,32
2019,176,16,B,young female,32
2019,176,40,B,old female,31
2019,176,94,A,young female,31
2019,176,94,A,young female,30
2019,176,93,A,old female,30
2019,176,117,A,young female,30
2019,176,89,A,young female,30
2019,177,102,A,old female,73
2019,177,102,A,old female,72
2019,177,6,A,old female,72
2019,177,125,A,young female,72
2019,177,125,A,young female,71
2019,177,102,A,old female,71
2019,177,126,A,old female,71
2019,177,126,A,old female,70
2019,177,30,B,young female,69
2019,177,19,B,old female,69
2019,177,81,B,young female,69
2019,177,47,B,young female,68
2019,177,19,B,old female,68
2019,177,92,A,old female,67
2019,177,106,A,old female,66
2019,177,2,A,old female,66
2019,177,120,B,old female,65
2019,177,114,A,old female,65
2019,177,93,A,old female,64
2019,177,29,B,young female,64
2019,177,87,A,old female,64
2019,177,29,B,young female,63
2019,177,33,B,young female,62
2019,177,29,B,young female,62
2019,177,74,A,young female,60
2019,177,63,A,old female,58
2019,177,4,A,old female,55
2019,177,73,A,old female,50
2019,177,49,B,young female,49
2019,177,81,B,young female,49
2019,177,83,A,old female,48
2019,177,17,A,young female,48
2019,177,49,B,young female,48
2019,177,81,B,young female,48
2019,177,109,A,young female,48
2019,177,1,B,young female,48
2019,177,3,B,young female,47
2019,177,105,B,young female,47
2019,177,112,A,old female,46
2019,177,99,A,young female,45
2019,177,103,B,young female,41
2019,177,51,B,young female,41
2019,177,74,A,young female,40
2019,177,74,A,young female,39
2019,177,100,A,old female,39
2019,177,130,A,old female,38
2019,177,94,A,young female,38
2019,177,82,A,old female,36
2019,177,104,A,old female,36
2019,177,89,A,young female,36
2019,177,41,B,young female,36
2019,177,57,A,old female,36
2019,177,115,A,old female,33
2019,177,86,B,old female,33
2019,177,84,A,young female,33
2019,177,98,A,old female,32
2019,177,40,B,old female,30
2019,178,33,B,young female,72
2019,178,111,A,old female,72
2019,178,97,A,old female,72
2019,178,4,A,old female,70
2019,178,4,A,old female,69
2019,178,44,B,old female,69
2019,178,96,B,old female,68
2019,178,114,A,old female,67
2019,178,95,A,old female,67
2019,178,63,A,old female,67
2019,178,73,A,old female,67
2019,178,93,A,old female,66
2019,178,15,A,young female,66
2019,178,38,A,young female,65
2019,178,6,A,old female,64
2019,178,103,B,young female,64
2019,178,3,B,young female,64
2019,178,81,B,young female,64
2019,178,81,B,young female,63
2019,178,49,B,young female,63
2019,178,3,B,young female,63
2019,178,105,B,young female,62
2019,178,124,A,old female,62
2019,178,109,A,young female,62
2019,178,124,A,old female,61
2019,178,102,A,old female,59
2019,178,84,A,young female,58
2019,178,130,A,old female,58
2019,178,102,A,old female,58
2019,178,83,A,old female,58
2019,178,83,A,old female,57
2019,178,107,A,young female,57
2019,178,107,A,young female,56
2019,178,94,A,young female,56
2019,178,34,B,young female,56
2019,178,34,B,young female,55
2019,178,34,B,young female,54
2019,178,16,B,young female,54
2019,178,87,A,old female,54
2019,178,103,B,young female,53
2019,178,87,A,old female,53
2019,178,1,B,young female,53
2019,178,115,A,old female,53
2019,178,100,A,old female,53
2019,178,100,A,old female,52
2019,178,82,A,old female,52
2019,178,99,A,young female,52
2019,178,41,B,young female,50
2019,178,98,A,old female,47
2019,178,117,A,young female,47
2019,178,125,A,young female,47
2019,178,33,A,young female,45
2019,178,129,A,old female,45
2019,178,40,B,old female,44
2019,178,44,B,old female,43
2019,178,42,A,old female,33
2019,179,114,A,old female,73
2019,179,99,A,young female,72
2019,179,64,A,old female,71
2019,179,3,B,young female,68
2019,179,120,B,old female,68
2019,179,120,B,old female,67
2019,179,49,B,young female,67
2019,179,114,A,old female,66
2019,179,94,A,young female,65
2019,179,114,A,old female,65
2019,179,44,B,old female,65
2019,179,15,A,young female,65
2019,179,92,A,old female,65
2019,179,2,A,old female,64
2019,179,6,A,old female,64
2019,179,4,A,old female,64
2019,179,96,B,old female,64
2019,179,49,B,young female,64
2019,179,115,A,old female,64
2019,179,106,A,old female,64
2019,179,89,A,young female,63
2019,179,106,A,old female,63
2019,179,49,B,young female,63
2019,179,93,A,old female,63
2019,179,49,B,young female,62
2019,179,124,A,old female,61
2019,179,38,A,young female,61
2019,179,38,A,young female,60
2019,179,84,A,young female,60
2019,179,17,A,young female,60
2019,179,35,A,young female,60
2019,179,5,A,old female,59
2019,179,5,A,old female,58
2019,179,73,A,old female,58
2019,179,126,A,old female,58
2019,179,126,A,old female,57
2019,179,73,A,old female,56
2019,179,83,A,old female,55
2019,179,51,B,young female,54
2019,179,1,B,young female,54
2019,179,34,B,young female,53
2019,179,100,A,old female,53
2019,179,57,A,old female,53
2019,179,125,A,young female,53
2019,179,95,A,old female,53
2019,179,34,B,young female,52
2019,179,107,A,young female,52
2019,179,70,A,young female,52
2019,179,41,B,young female,51
2019,179,87,A,old female,51
2019,179,102,A,old female,51
2019,179,105,B,young female,49
2019,179,130,A,old female,48
2019,179,130,A,old female,47
2019,179,63,A,old female,45
2019,179,117,A,young female,45
2019,179,82,A,old female,43
2019,179,71,A,old female,43
2019,179,82,A,old female,42
2019,179,71,A,old female,42
2019,179,115,A,old female,42
2019,179,129,A,old female,40
2019,179,49,B,young female,40
2019,179,42,A,old female,34
2019,179,98,A,old female,32
2019,179,98,A,old female,31
2019,179,96,B,old female,30
2019,180,64,A,old female,74
2019,180,41,B,young female,73
2019,180,106,A,old female,72
2019,180,81,B,young female,71
2019,180,115,A,old female,70
2019,180,115,A,old female,69
2019,180,120,B,old female,68
2019,180,3,B,young female,67
2019,180,30,B,young female,67
2019,180,3,B,young female,66
2019,180,30,B,young female,66
2019,180,29,B,young female,66
2019,180,47,B,young female,66
2019,180,1,B,young female,66
2019,180,3,B,young female,65
2019,180,1,B,young female,65
2019,180,47,B,young female,65
2019,180,84,A,young female,65
2019,180,92,A,old female,65
2019,180,73,A,old female,64
2019,180,72,A,old female,64
2019,180,71,A,old female,63
2019,180,2,A,old female,63
2019,180,5,A,old female,61
2019,180,117,A,young female,60
2019,180,114,A,old female,58
2019,180,93,A,old female,58
2019,180,49,B,young female,57
2019,180,44,B,old female,57
2019,180,49,B,young female,56
2019,180,17,A,young female,56
2019,180,74,A,young female,56
2019,180,74,A,young female,55
2019,180,15,A,young female,54
2019,180,34,B,young female,53
2019,180,34,B,young female,52
2019,180,98,A,old female,52
2019,180,83,A,old female,52
2019,180,102,A,old female,52
2019,180,56,A,old female,51
2019,180,105,B,young female,51
2019,180,105,B,young female,50
2019,180,124,A,old female,50
2019,180,94,A,young female,49
2019,180,96,B,old female,48
2019,180,95,A,old female,47
2019,180,82,A,old female,47
2019,180,100,A,old female,47
2019,180,125,A,young female,46
2019,180,87,A,old female,46
2019,180,126,A,old female,45
2019,180,4,A,old female,45
2019,180,130,A,old female,45
2019,180,56,A,old female,44
2019,180,51,B,young female,43
2019,180,16,B,young female,43
2019,180,16,B,young female,42
2019,180,63,A,old female,42
2019,180,88,A,old female,42
2019,180,110,A,old female,40
2019,180,40,B,old female,34
2019,180,99,A,young female,34
2019,180,41,B,young female,34
2019,180,99,A,young female,33
2019,180,129,A,old female,33
2019,180,42,A,old female,30
2019,181,103,B,young female,70
2019,181,2,A,old female,68
2019,181,6,A,old female,68
2019,181,106,A,old female,67
2019,181,130,A,old female,66
2019,181,84,A,young female,66
2019,181,17,A,young female,66
2019,181,47,B,young female,65
2019,181,56,A,old female,64
2019,181,30,B,young female,63
2019,181,3,B,young female,63
2019,181,82,A,old female,61
2019,181,29,B,young female,61
2019,181,105,B,young female,60
2019,181,82,A,old female,60
2019,181,92,A,old female,59
2019,181,38,A,young female,59
2019,181,15,A,young female,58
2019,181,73,A,old female,58
2019,181,120,B,old female,58
2019,181,113,A,young female,58
2019,181,81,B,young female,58
2019,181,114,A,old female,57
2019,181,1,B,young female,57
2019,181,49,B,young female,57
2019,181,49,B,young female,56
2019,181,93,A,old female,56
2019,181,88,A,old female,56
2019,181,49,B,young female,55
2019,181,27,A,young female,55
2019,181,5,A,old female,53
2019,181,89,A,young female,53
2019,181,93,A,old female,53
